file,fact_rank,component,category,dia_id,abs_turn_index,n_turns,norm_pos_0_1,score,order_ok_triplet
conv-2.json,0,Aprime,93,D22:22,497,693,0.718208,,True
conv-2.json,1,A,91,D4:27,89,693,0.128613,,True
conv-2.json,1,B,92,D12:24,257,693,0.371387,,True
conv-2.json,1,Aprime,93,D22:22,497,693,0.718208,,True
conv-2.json,2,A,91,D5:17,106,693,0.153179,,True
conv-2.json,2,B,92,D13:38,295,693,0.426301,,True
conv-2.json,2,Aprime,93,D23:15,512,693,0.739884,,True
conv-2.json,3,A,91,D5:17,106,693,0.153179,,True
conv-2.json,3,B,92,D13:38,295,693,0.426301,,True
conv-2.json,3,Aprime,93,D23:15,512,693,0.739884,,True
conv-2.json,4,A,91,D7:18,147,693,0.212428,,True
conv-2.json,4,B,92,D14:24,319,693,0.460983,,True
conv-2.json,4,Aprime,93,D24:18,531,693,0.767341,,True
conv-2.json,5,A,91,D8:27,174,693,0.251445,,True
conv-2.json,5,B,92,D15:20,339,693,0.489884,,True
conv-2.json,5,Aprime,93,D25:21,552,693,0.797688,,True
conv-2.json,6,A,91,D8:27,174,693,0.251445,,True
conv-2.json,6,B,92,D18:24,399,693,0.576590,,True
conv-2.json,6,Aprime,93,D26:18,570,693,0.823699,,True
conv-2.json,7,A,91,D9:19,193,693,0.278902,,True
conv-2.json,7,B,92,D20:19,445,693,0.643064,,True
conv-2.json,7,Aprime,93,D27:17,587,693,0.848266,,True
conv-2.json,8,A,91,D19:27,426,693,0.615607,,True
conv-2.json,8,B,92,D21:30,475,693,0.686416,,True
conv-2.json,8,Aprime,93,D28:20,607,693,0.877168,,True
conv-2.json,9,A,91,D23:16,513,693,0.741329,,True
conv-2.json,9,B,92,D30:24,650,693,0.939306,,True
conv-2.json,9,Aprime,93,D31:24,674,693,0.973988,,True
conv-3.json,0,A,91,D2:30,51,689,0.074128,,True
conv-3.json,0,B,92,D2:32,53,689,0.077035,,True
conv-3.json,0,Aprime,93,D2:34,55,689,0.079942,,True
conv-3.json,1,A,91,D3:26,82,689,0.119186,,True
conv-3.json,1,B,92,D7:14,154,689,0.223837,,True
conv-3.json,1,Aprime,93,D8:27,182,689,0.264535,,True
conv-3.json,2,A,91,D4:20,103,689,0.149709,,True
conv-3.json,2,B,92,D8:25,180,689,0.261628,,True
conv-3.json,2,Aprime,93,D10:17,222,689,0.322674,,True
conv-3.json,3,A,91,D5:22,126,689,0.183140,,True
conv-3.json,3,B,92,D8:29,184,689,0.267442,,True
conv-3.json,3,Aprime,93,D11:21,244,689,0.354651,,True
conv-3.json,4,A,91,D8:23,178,689,0.258721,,True
conv-3.json,4,B,92,D9:19,204,689,0.296512,,True
conv-3.json,4,Aprime,93,D12:20,265,689,0.385174,,True
conv-3.json,5,A,91,D13:24,290,689,0.421512,,True
conv-3.json,5,B,92,D13:26,292,689,0.424419,,True
conv-3.json,5,Aprime,93,D13:28,294,689,0.427326,,True
conv-3.json,6,A,91,D13:30,296,689,0.430233,,True
conv-3.json,6,B,92,D17:24,383,689,0.556686,,True
conv-3.json,6,Aprime,93,D17:26,385,689,0.559593,,True
conv-3.json,7,A,91,D15:18,342,689,0.497093,,True
conv-3.json,7,B,92,D18:17,405,689,0.588663,,True
conv-3.json,7,Aprime,93,D21:21,472,689,0.686047,,True
conv-3.json,8,A,91,D17:22,381,689,0.553779,,True
conv-3.json,8,B,92,D19:23,429,689,0.623547,,True
conv-3.json,8,Aprime,93,D22:24,497,689,0.722384,,True
conv-3.json,9,A,91,D17:28,387,689,0.562500,,True
conv-3.json,9,B,92,D20:20,450,689,0.654070,,True
conv-3.json,9,Aprime,93,D23:31,529,689,0.768895,,True
conv-4.json,0,A,91,D1:21,1,710,0.001410,,True
conv-4.json,0,B,92,D5:21,95,710,0.133992,,True
conv-4.json,0,Aprime,93,D10:18,211,710,0.297602,,True
conv-4.json,1,A,91,D2:20,23,710,0.032440,,True
conv-4.json,1,B,92,D6:24,115,710,0.162200,,True
conv-4.json,1,Aprime,93,D11:31,228,710,0.321580,,True
conv-4.json,2,A,91,D3:36,42,710,0.059238,,True
conv-4.json,2,B,92,D7:17,139,710,0.196051,,True
conv-4.json,2,Aprime,93,D12:30,260,710,0.366714,,True
conv-4.json,3,A,91,D4:16,79,710,0.111425,,True
conv-4.json,3,B,92,D8:38,156,710,0.220028,,True
conv-4.json,3,Aprime,93,D13:23,290,710,0.409027,,True
conv-4.json,4,A,91,D9:16,195,710,0.275035,,True
conv-4.json,4,B,92,D14:24,312,710,0.440056,,True
conv-4.json,4,Aprime,93,D19:24,431,710,0.607898,,True
conv-4.json,5,A,91,D15:39,337,710,0.475317,,True
conv-4.json,5,B,92,D20:44,455,710,0.641749,,True
conv-4.json,5,Aprime,93,D24:21,555,710,0.782793,,True
conv-4.json,6,A,91,D16:18,376,710,0.530324,,True
conv-4.json,6,B,92,D21:20,499,710,0.703808,,True
conv-4.json,6,Aprime,93,D25:18,576,710,0.812412,,True
conv-4.json,7,A,91,D17:20,393,710,0.554302,,True
conv-4.json,7,B,92,D22:19,519,710,0.732017,,True
conv-4.json,7,Aprime,93,D26:39,593,710,0.836389,,True
conv-4.json,8,A,91,D18:16,414,710,0.583921,,True
conv-4.json,8,B,92,D23:17,537,710,0.757405,,True
conv-4.json,8,Aprime,93,D27:41,633,710,0.892807,,True
conv-4.json,9,A,91,D19:25,430,710,0.606488,,True
conv-4.json,9,B,92,D28:22,674,710,0.950635,,True
conv-4.json,9,Aprime,93,D29:16,696,710,0.981664,,True
conv-5.json,0,A,91,D2:27,50,705,0.071023,,True
conv-5.json,0,B,92,D9:28,224,705,0.318182,,True
conv-5.json,0,Aprime,93,D18:23,444,705,0.630682,,True
conv-5.json,1,A,91,D3:32,82,705,0.116477,,True
conv-5.json,1,B,92,D10:30,255,705,0.362216,,True
conv-5.json,1,Aprime,93,D19:31,476,705,0.676136,,True
conv-5.json,2,A,91,D4:31,113,705,0.160511,,True
conv-5.json,2,B,92,D11:39,295,705,0.419034,,True
conv-5.json,2,Aprime,93,D20:41,517,705,0.734375,,True
conv-5.json,3,A,91,D5:23,136,705,0.193182,,True
conv-5.json,3,B,92,D12:18,314,705,0.446023,,True
conv-5.json,3,Aprime,93,D21:19,536,705,0.761364,,True
conv-5.json,4,A,91,D6:17,153,705,0.217330,,True
conv-5.json,4,B,92,D13:17,331,705,0.470170,,True
conv-5.json,4,Aprime,93,D22:14,550,705,0.781250,,True
conv-5.json,5,A,91,D7:14,167,705,0.237216,,True
conv-5.json,5,B,92,D14:28,359,705,0.509943,,True
conv-5.json,5,Aprime,93,D23:29,579,705,0.822443,,True
conv-5.json,6,A,91,D8:29,196,705,0.278409,,True
conv-5.json,6,B,92,D15:20,379,705,0.538352,,True
conv-5.json,6,Aprime,93,D24:23,602,705,0.855114,,True
conv-5.json,7,A,91,D9:29,225,705,0.319602,,True
conv-5.json,7,B,92,D16:20,399,705,0.566761,,True
conv-5.json,7,Aprime,93,D25:17,619,705,0.879261,,True
conv-5.json,8,A,91,D10:31,256,705,0.363636,,True
conv-5.json,8,B,92,D17:22,421,705,0.598011,,True
conv-5.json,8,Aprime,93,D26:48,667,705,0.947443,,True
conv-5.json,9,A,91,D11:40,296,705,0.420455,,True
conv-5.json,9,B,92,D18:24,445,705,0.632102,,True
conv-5.json,9,Aprime,93,D27:19,686,705,0.974432,,True
conv-6.json,0,A,91,D1:38,37,719,0.051532,,True
conv-6.json,0,B,92,D4:26,109,719,0.151811,,True
conv-6.json,0,Aprime,93,D7:22,168,719,0.233983,,True
conv-6.json,1,A,91,D2:22,59,719,0.082173,,True
conv-6.json,1,B,92,D5:17,126,719,0.175487,,True
conv-6.json,1,Aprime,93,D8:41,209,719,0.291086,,True
conv-6.json,2,A,91,D3:24,83,719,0.115599,,True
conv-6.json,2,B,92,D6:20,146,719,0.203343,,True
conv-6.json,2,Aprime,93,D9:26,235,719,0.327298,,True
conv-6.json,3,A,91,D10:16,251,719,0.349582,,True
conv-6.json,3,B,92,D13:21,307,719,0.427577,,True
conv-6.json,3,Aprime,93,D16:17,379,719,0.527855,,True
conv-6.json,4,A,91,D11:20,271,719,0.377437,,True
conv-6.json,4,B,92,D14:35,342,719,0.476323,,True
conv-6.json,4,Aprime,93,D19:18,454,719,0.632312,,True
conv-6.json,5,A,91,D12:15,286,719,0.398329,,True
conv-6.json,5,B,92,D15:20,362,719,0.504178,,True
conv-6.json,5,Aprime,93,D20:23,478,719,0.665738,,True
conv-6.json,6,A,91,D19:19,455,719,0.633705,,True
conv-6.json,6,B,92,D22:20,518,719,0.721448,,True
conv-6.json,6,Aprime,93,D25:26,589,719,0.820334,,True
conv-6.json,7,A,91,D21:20,498,719,0.693593,,True
conv-6.json,7,B,92,D24:22,563,719,0.784123,,True
conv-6.json,7,Aprime,93,D27:15,620,719,0.863510,,True
conv-6.json,8,A,91,D22:21,519,719,0.722841,,True
conv-6.json,8,B,92,D26:16,605,719,0.842618,,True
conv-6.json,8,Aprime,93,D28:36,656,719,0.913649,,True
conv-6.json,9,A,91,D23:22,541,719,0.753482,,True
conv-6.json,9,B,92,D29:17,673,719,0.937326,,True
conv-6.json,9,Aprime,93,D30:20,693,719,0.965181,,True
conv-7.json,0,A,91,D2:33,50,711,0.070423,,True
conv-7.json,0,B,92,D12:17,272,711,0.383099,,True
conv-7.json,0,Aprime,93,D23:33,550,711,0.774648,,True
conv-7.json,1,A,91,D3:16,66,711,0.092958,,True
conv-7.json,1,B,92,D13:28,300,711,0.422535,,True
conv-7.json,1,Aprime,93,D24:16,566,711,0.797183,,True
conv-7.json,2,A,91,D4:45,111,711,0.156338,,True
conv-7.json,2,B,92,D14:24,324,711,0.456338,,True
conv-7.json,2,Aprime,93,D25:21,587,711,0.826761,,True
conv-7.json,3,A,91,D5:18,129,711,0.181690,,True
conv-7.json,3,B,92,D15:40,364,711,0.512676,,True
conv-7.json,3,Aprime,93,D26:22,609,711,0.857746,,True
conv-7.json,4,A,91,D5:19,130,711,0.183099,,True
conv-7.json,4,B,92,D16:21,385,711,0.542254,,True
conv-7.json,4,Aprime,93,D27:14,623,711,0.877465,,True
conv-7.json,5,A,91,D6:17,147,711,0.207042,,True
conv-7.json,5,B,92,D18:16,416,711,0.585915,,True
conv-7.json,5,Aprime,93,D28:31,654,711,0.921127,,True
conv-7.json,6,A,91,D8:24,194,711,0.273239,,True
conv-7.json,6,B,92,D18:17,417,711,0.587324,,True
conv-7.json,6,Aprime,93,D28:32,655,711,0.922535,,True
conv-7.json,7,A,91,D9:21,215,711,0.302817,,True
conv-7.json,7,B,92,D19:25,442,711,0.622535,,True
conv-7.json,7,Aprime,93,D29:35,690,711,0.971831,,True
conv-7.json,8,A,91,D10:25,240,711,0.338028,,True
conv-7.json,8,B,92,D20:27,469,711,0.660563,,True
conv-7.json,8,Aprime,93,D30:19,709,711,0.998592,,True
conv-7.json,9,A,91,D11:15,255,711,0.359155,,True
conv-7.json,9,B,92,D22:31,517,711,0.728169,,True
conv-7.json,9,Aprime,93,D30:20,710,711,1.000000,,True
conv-8.json,0,A,91,D1:23,22,539,0.040892,,True
conv-8.json,0,B,92,D8:34,177,539,0.328996,,True
conv-8.json,0,Aprime,93,D15:19,307,539,0.570632,,True
conv-8.json,1,A,91,D1:24,23,539,0.042751,,True
conv-8.json,1,B,92,D9:20,197,539,0.366171,,True
conv-8.json,1,Aprime,93,D18:16,377,539,0.700743,,True
conv-8.json,2,A,91,D2:18,41,539,0.076208,,True
conv-8.json,2,B,92,D10:15,213,539,0.395911,,True
conv-8.json,2,Aprime,93,D19:16,394,539,0.732342,,True
conv-8.json,3,A,91,D4:21,80,539,0.148699,,True
conv-8.json,3,B,92,D11:21,234,539,0.434944,,True
conv-8.json,3,Aprime,93,D21:23,434,539,0.806691,,True
conv-8.json,4,A,91,D5:26,106,539,0.197026,,True
conv-8.json,4,B,92,D12:18,253,539,0.470260,,True
conv-8.json,4,Aprime,93,D21:24,435,539,0.808550,,True
conv-8.json,5,A,91,D6:20,126,539,0.234201,,True
conv-8.json,5,B,92,D13:17,270,539,0.501859,,True
conv-8.json,5,Aprime,93,D22:22,457,539,0.849442,,True
conv-8.json,6,A,91,D7:17,143,539,0.265799,,True
conv-8.json,6,B,92,D14:17,288,539,0.535316,,True
conv-8.json,6,Aprime,93,D23:34,491,539,0.912639,,True
conv-8.json,7,A,91,D9:21,198,539,0.368030,,True
conv-8.json,7,B,92,D16:25,332,539,0.617100,,True
conv-8.json,7,Aprime,93,D24:25,516,539,0.959108,,True
conv-8.json,8,A,91,D11:22,235,539,0.436803,,True
conv-8.json,8,B,92,D17:29,361,539,0.671004,,True
conv-8.json,8,Aprime,93,D24:26,517,539,0.960967,,True
conv-8.json,9,A,91,D13:18,271,539,0.503717,,True
conv-8.json,9,B,92,D18:17,378,539,0.702602,,True
conv-8.json,9,Aprime,93,D25:21,538,539,1.000000,,True
conv-9.json,0,A,91,D1:20,19,598,0.031826,,True
conv-9.json,0,B,92,D11:15,214,598,0.358459,,True
conv-9.json,0,Aprime,93,D21:19,389,598,0.651591,,True
conv-9.json,1,A,91,D2:22,41,598,0.068677,,True
conv-9.json,1,B,92,D12:18,232,598,0.388610,,True
conv-9.json,1,Aprime,93,D22:15,404,598,0.676717,,True
conv-9.json,2,A,91,D3:19,60,598,0.100503,,True
conv-9.json,2,B,92,D13:20,252,598,0.422111,,True
conv-9.json,2,Aprime,93,D23:19,423,598,0.708543,,True
conv-9.json,3,A,91,D4:29,89,598,0.149079,,True
conv-9.json,3,B,92,D14:17,269,598,0.450586,,True
conv-9.json,3,Aprime,93,D24:24,447,598,0.748744,,True
conv-9.json,4,A,91,D5:16,105,598,0.175879,,True
conv-9.json,4,B,92,D15:16,285,598,0.477387,,True
conv-9.json,4,Aprime,93,D25:32,479,598,0.802345,,True
conv-9.json,5,A,91,D6:19,124,598,0.207705,,True
conv-9.json,5,B,92,D16:26,311,598,0.520938,,True
conv-9.json,5,Aprime,93,D26:16,495,598,0.829146,,True
conv-9.json,6,A,91,D7:20,144,598,0.241206,,True
conv-9.json,6,B,92,D17:11,322,598,0.539363,,True
conv-9.json,6,Aprime,93,D27:14,509,598,0.852596,,True
conv-9.json,7,A,91,D8:15,159,598,0.266332,,True
conv-9.json,7,B,92,D18:17,339,598,0.567839,,True
conv-9.json,7,Aprime,93,D28:44,553,598,0.926298,,True
conv-9.json,8,A,91,D9:22,181,598,0.303183,,True
conv-9.json,8,B,92,D19:13,352,598,0.589615,,True
conv-9.json,8,Aprime,93,D29:19,572,598,0.958124,,True
conv-9.json,9,A,91,D10:18,199,598,0.333333,,True
conv-9.json,9,B,92,D20:18,370,598,0.619765,,True
conv-9.json,9,Aprime,93,D30:25,597,598,1.000000,,True
